spanish,basque,context
revolución,biraketa,Mathematics > Analysis and functional analysis
revolución, erreboluzio,Mathematics > Analysis and functional analysis
revolución,bira,Physics > Aplied Physics
revolución,bira,Physics > Electro-magnetism
revolución,bira,Technological Sciences > Industrial technology
ritmo cardiaco,bihotz-erritmo,Life sciences > Human physiology
ritmo cardiaco,bihotz-maiztasun,Medical Sciences > Pharmacology
roca intrusiva,arroka intrusibo,Earth and Space Sciences > Geology
roca intrusiva,arroka plutoniko,Technological Sciences > Environmental technology and engineering
rodete,bultzagailu,Technological Sciences > Mechanical engineering and technology
rodete,turbina-motots,Technological Sciences > Electrical technology and engineering
rotación,biraketa,Medical Sciences > Pharmaceutical Technology
rotación,biraketa,Physics > Theoretical physics
rotación,errotazio,Technological Sciences > Construction technology
rotación,biraketa,Physics > Mechanics
rotación, errotazio,Physics > Mechanics
rotación,biraketa,Technological Sciences > Environmental technology and engineering
rotación, errotazio,Technological Sciences > Environmental technology and engineering
rotación,biraketa,Physics > Electro-magnetism
rotación, errotazio,Physics > Electro-magnetism
rotación,biraketa,Physics > Aplied Physics
rotación, biratze,Physics > Aplied Physics
rotación, errotazio,Physics > Aplied Physics
rotación,biraketa,Life sciences > Biochemistry and Molecular Biology
rotación,biraketa,Physics > General Physics specialities
rotación,biraketa,Mathematics > Analysis and functional analysis
rotación, erreboluzio,Mathematics > Analysis and functional analysis
rotación,biraketa,Mathematics > Algebra
salario,alokairu,Juridical Sciences & Law > Labour and Social Security law
salario,soldata,Economic Sciences > General economics
salario,lansari,Juridical Sciences & Law > Finance law
salario,soldata,Juridical Sciences & Law > Roman law
salario,soldata,Economic Sciences > Organization and management of enterprises
salario,alokairu,Economic Sciences > Economic theory
salario, soldata,Economic Sciences > Economic theory
salida,irteera,Technological Sciences > Electronic technology
salida,emaitza,Technological Sciences > Projects
salida, output,Technological Sciences > Projects
salida,irteera,Technological Sciences > Telecommunications technology
salida,irteera,Technological Sciences > Electrical technology and engineering
salida,irteera,Technological Sciences > Computer technology
salida,irteera,Technological Sciences > Instrumentation technology
sanción,administrazio-zehapen,Juridical Sciences & Law > Administrative law
sanción, zehapen,Juridical Sciences & Law > Administrative law
sanción, zigor,Juridical Sciences & Law > Administrative law
sanción,zigor,Juridical Sciences & Law > Labour and Social Security law
sanción,santzio,Juridical Sciences & Law > Law Philosophy
sanción,zehapen,Juridical Sciences & Law > Finance law
sanción,zehapen,Juridical Sciences & Law > Constitutional law
sancionar,berronetsi,Juridical Sciences & Law > Constitutional law
sancionar, zehaztapena jarri,Juridical Sciences & Law > Constitutional law
sancionar,zehatu,Juridical Sciences & Law > Law Philosophy
sancionar,zehatu,Juridical Sciences & Law > Administrative law
sancionar, zigortu,Juridical Sciences & Law > Administrative law
saturación,asetasun,Technological Sciences > Electrical technology and engineering
saturación, saturazio,Technological Sciences > Electrical technology and engineering
saturación,asetze,Technological Sciences > Environmental technology and engineering
saturación, saturazio,Technological Sciences > Environmental technology and engineering
saturación,asetasun,Medical Sciences > Pharmaceutical Technology
saturación,asetasun,Technological Sciences > Electronic technology
saturación, asetasun-egoera,Technological Sciences > Electronic technology
sección,sekzio,Mathematics > Analysis and functional analysis
sección,ebakidura-azalera,Technological Sciences > Environmental technology and engineering
sección,sekzio,Technological Sciences > Industrial technology
sección,ebakidura,Technological Sciences > Construction technology
sección, sekzio,Technological Sciences > Construction technology
sección,ebaketa,Technological Sciences > Projects
sección, ebakidura,Technological Sciences > Projects
sección,ebakidura,Physics > Electro-magnetism
sección, sekzio,Physics > Electro-magnetism
sección,sekzio,Technological Sciences > Electrical technology and engineering
sección,sail,Juridical Sciences & Law > Constitutional law
sección,sekzio,Physics > Fluids (physics of)
sección crítica,ebakidura kritiko,Technological Sciences > Construction technology
sección crítica,sekzio kritiko,Technological Sciences > Computer technology
sección transversal,zeharkako azalera,Technological Sciences > Environmental technology and engineering
sección transversal, zeharkako sekzio,Technological Sciences > Environmental technology and engineering
sección transversal,zeharkako ebakidura,Technological Sciences > Construction technology
sección transversal,zeharkako ebakidura,Technological Sciences > Industrial technology
secreción,jariakin,Medical Sciences > Microbiology
secreción,jariaketa,Medical Sciences > Pharmacology
secreción, jariapen,Medical Sciences > Pharmacology
secreción,jariapen,Life sciences > Microbiology
secreción,jariapen,Life sciences > Cell biology
secreción,jariakin,Life sciences > Human physiology
secuencia de ADN,DNAren sekuentzia,Chemistry > Organic chemistry
secuencia de ADN,DNA-sekuentzia,Life sciences > Biochemistry and Molecular Biology
secuestro,bahitura,Juridical Sciences & Law > Finance law
secuestro,bahiketa,Juridical Sciences & Law > Roman law
secuestro,bahiketa,Juridical Sciences & Law > Administrative law
secuestro,bahiketa,Juridical Sciences & Law > Criminal law
sedimento,sedimentu,Earth and Space Sciences > Geology
sedimento,sedimentu,Medical Sciences > Pharmaceutical Technology
sedimento,jalkin,Life sciences > Biochemistry and Molecular Biology
sedimento,jalkin,Technological Sciences > Environmental technology and engineering
sedimento, sedimentu,Technological Sciences > Environmental technology and engineering
seguimiento,segimendu,Medical Sciences > Pharmacology
seguimiento,jarraipen,Education sciences
seguridad,segurtasun,Technological Sciences > Instrumentation technology
seguridad,segurtasun,Medical Sciences > Pharmaceutical Technology
seguridad,segurtasun,Juridical Sciences & Law > Constitutional law
seguridad, ziurtasun,Juridical Sciences & Law > Constitutional law
seguridad,segurtasun,Technological Sciences > Projects
seguridad,segurtasun,Juridical Sciences & Law > Administrative law
seguridad,segurtasun,Education sciences
seguridad,segurtasun,Medical Sciences > Pharmacology
seguridad,segurantza,Economic Sciences > Organization and management of enterprises
seguridad,ziurtasun,Juridical Sciences & Law > Law Philosophy
seguridad,segurtasun,Juridical Sciences & Law > Labour and Social Security law
seguridad alimentaria,elikagaien segurtasun,Technological Sciences > Food technology
seguridad alimentaria,elikagai-segurtasun,Medical Sciences > Nutritional sciences
semiología,semiologia,Technological Sciences > Construction technology
semiología,semiologia erradiologiko,Medical Sciences > Medical diagnostic and Treatment Technology
semipermeable,erdiiragazkor,Technological Sciences > Food technology
semipermeable,akuitardo,Technological Sciences > Environmental technology and engineering
semipermeable, erdi-iragazkor,Technological Sciences > Environmental technology and engineering
semivida,bizitzaerdi,Physics > General Physics specialities
semivida,bizitza erdi,Chemistry > Physical chemistry
semivida, bizitza-erdi,Chemistry > Physical chemistry
semivida,erdi-bizitza,Life sciences > Biochemistry and Molecular Biology
semivida, t<sub>1/2</sub>,Life sciences > Biochemistry and Molecular Biology
semivida,erdibizitza,Medical Sciences > Pharmaceutical Technology
sentencia,agindu,Technological Sciences > Computer technology
sentencia, instrukzio,Technological Sciences > Computer technology
sentencia, sententzia,Technological Sciences > Computer technology
sentencia,sententzia,Technological Sciences > Telecommunications technology
sentencia,epai,Juridical Sciences & Law > Constitutional law
sentencia,epai,Medical Sciences > Nutritional sciences
sentencia,epai,Juridical Sciences & Law > Administrative law
sentencia,epai,Juridical Sciences & Law > Law Philosophy
sentencia,epai,Juridical Sciences & Law > Labour and Social Security law
sentencia,epai,Juridical Sciences & Law > Roman law
sentencia de instancia,instantziako epai,Juridical Sciences & Law > Labour and Social Security law
sentencia de instancia,auzialdiko epai,Juridical Sciences & Law > Procedural law
sentido,noranzko,Physics > Aplied Physics
sentido,zentzumen,Juridical Sciences & Law > Law Philosophy
sentido,noranzko,Technological Sciences > Construction technology
sentido,noranzko,Earth and Space Sciences > Geology
sentido,noranzko,Physics > General Physics specialities
sentido,noranzko,Technological Sciences > Mechanical engineering and technology
sentido,noranzko,Physics > Electro-magnetism
separación,banantze,Physics > General Physics specialities
separación,banaketa,Juridical Sciences & Law > Constitutional law
separación,bereizketa,Education sciences
separación,bereizketa,Chemistry > Analytical chemistry
separación, separazio,Chemistry > Analytical chemistry
separación de poderes,boterearen banaketa,Juridical Sciences & Law > Law Philosophy
separación de poderes,aginteen banaketa,Juridical Sciences & Law > Constitutional law
separación de poderes, botere-banaketa,Juridical Sciences & Law > Constitutional law
separación de poderes, botereen banaketa,Juridical Sciences & Law > Constitutional law
serie,serie,Physics > Electro-magnetism
serie, serie matematiko,Physics > Electro-magnetism
serie,serie,Technological Sciences > Electronic technology
serie,serie,Mathematics > Analysis and functional analysis
serie,serie,Physics > General Physics specialities
serie,serie,Technological Sciences > Environmental technology and engineering
serie,serie,Physics > Aplied Physics
serie,serie,Technological Sciences > Electrical technology and engineering
serie,segida,Earth and Space Sciences > Geology
serie,serie,Technological Sciences > Instrumentation technology
serie de Fourier,Fourier serie,Mathematics > Analysis and functional analysis
serie de Fourier, Fourierren serie,Mathematics > Analysis and functional analysis
serie de Fourier,Fourier-en serie,Physics > General Physics specialities
serie de Fourier,Fourier-en serie,Technological Sciences > Telecommunications technology
serie temporal,denborazko serie,Technological Sciences > Environmental technology and engineering
